Datum;BW;BY;BE;BB;HB;HH;HE;MV;NI;NW;RP;SL;SN;ST;SH;TH; Deutschland;Datum
2021-02-15;48.000000;57.000000;58.000000;73.000000;62.000000;61.000000;56.000000;66.000000;61.000000;57.000000;48.000000;69.000000;68.000000;79.000000;58.000000;102.000000;59.000000;RKIcasenumbers/RKI_Corona_2021-02-15T08:46:19.558436ALL
2021-02-16;47.000000;58.000000;52.000000;72.000000;64.000000;61.000000;56.000000;64.000000;64.000000;56.000000;49.000000;67.000000;68.000000;79.000000;58.000000;101.000000;59.000000;RKIcasenumbers/RKI_Corona_2021-02-16T12:36:29.929214ALL
2021-02-17;44.000000;55.000000;48.000000;72.000000;62.000000;59.000000;55.000000;64.000000;63.000000;56.000000;45.000000;61.000000;63.000000;82.000000;56.000000;112.000000;57.000000;RKIcasenumbers/RKI_Corona_2021-02-17T11:08:18.698784ALL
2021-02-18;42.000000;55.000000;48.000000;67.000000;66.000000;60.000000;55.000000;64.000000;61.000000;57.000000;46.000000;58.000000;66.000000;84.000000;52.000000;120.000000;57.000000;RKIcasenumbers/RKI_Corona_2021-02-18T09:17:33.396497ALL
2021-02-19;41.000000;55.000000;51.000000;66.000000;55.000000;60.000000;57.000000;65.000000;57.000000;58.000000;47.000000;52.000000;66.000000;85.000000;49.000000;117.000000;57.000000;RKIcasenumbers/RKI_Corona_2021-02-19T10:30:19.888191ALL
2021-02-20;42.000000;56.000000;52.000000;64.000000;71.000000;57.000000;57.000000;67.000000;61.000000;58.000000;48.000000;52.000000;65.000000;87.000000;50.000000;120.000000;58.000000;RKIcasenumbers/RKI_Corona_2021-02-20T09:23:36.004116ALL
2021-02-21;44.000000;58.000000;56.000000;64.000000;77.000000;67.000000;60.000000;67.000000;63.000000;61.000000;48.000000;47.000000;70.000000;88.000000;51.000000;123.000000;60.000000;RKIcasenumbers/RKI_Corona_2021-02-21T09:54:05.303098ALL
2021-02-22;44.000000;58.000000;57.000000;63.000000;75.000000;64.000000;60.000000;68.000000;64.000000;62.000000;51.000000;45.000000;75.000000;90.000000;51.000000;126.000000;61.000000;RKIcasenumbers/RKI_Corona_2021-02-22T09:10:30.768749ALL
2021-02-23;45.000000;58.000000;55.000000;63.000000;77.000000;66.000000;61.000000;67.000000;64.000000;61.000000;53.000000;56.000000;71.000000;87.000000;49.000000;120.000000;60.000000;RKIcasenumbers/RKI_Corona_2021-02-23T09:16:28.366639ALL
2021-02-24;46.000000;55.000000;54.000000;63.000000;72.000000;64.000000;60.000000;65.000000;60.000000;61.000000;52.000000;61.000000;66.000000;81.000000;50.000000;119.000000;59.000000;RKIcasenumbers/RKI_Corona_2021-02-24T09:25:53.490865ALL
2021-02-25;48.000000;58.000000;55.000000;63.000000;76.000000;64.000000;62.000000;65.000000;63.000000;64.000000;52.000000;63.000000;71.000000;85.000000;51.000000;119.000000;62.000000;RKIcasenumbers/RKI_Corona_2021-02-25T09:18:15.270213ALL
2021-02-26;49.000000;60.000000;52.000000;64.000000;78.000000;73.000000;61.000000;64.000000;65.000000;64.000000;53.000000;66.000000;75.000000;86.000000;51.000000;121.000000;63.000000;RKIcasenumbers/RKI_Corona_2021-02-26T09:54:23.719969ALL
2021-02-27;49.000000;60.000000;62.000000;63.000000;79.000000;70.000000;64.000000;61.000000;65.000000;65.000000;54.000000;69.000000;78.000000;89.000000;50.000000;125.000000;64.000000;RKIcasenumbers/RKI_Corona_2021-02-27T09:30:57.315767ALL
2021-02-28;50.000000;62.000000;65.000000;63.000000;80.000000;73.000000;63.000000;65.000000;63.000000;64.000000;49.000000;73.000000;78.000000;86.000000;51.000000;127.000000;64.000000;RKIcasenumbers/RKI_Corona_2021-02-28T10:16:36.694640ALL
2021-03-01;52.000000;66.000000;68.000000;64.000000;83.000000;71.000000;65.000000;66.000000;65.000000;64.000000;50.000000;73.000000;84.000000;92.000000;50.000000;126.000000;66.000000;RKIcasenumbers/RKI_Corona_2021-03-01T09:12:48.066293ALL
2021-03-02;52.000000;66.000000;63.000000;65.000000;81.000000;74.000000;65.000000;66.000000;66.000000;64.000000;50.000000;69.000000;81.000000;93.000000;50.000000;125.000000;65.000000;RKIcasenumbers/RKI_Corona_2021-03-02T09:08:19.141964ALL
2021-03-03;52.000000;67.000000;63.000000;65.000000;75.000000;70.000000;66.000000;66.000000;59.000000;64.000000;48.000000;69.000000;74.000000;86.000000;46.000000;124.000000;64.000000;RKIcasenumbers/RKI_Corona_2021-03-03T08:43:35.630834ALL
2021-03-04;54.000000;68.000000;62.000000;64.000000;76.000000;68.000000;68.000000;70.000000;59.000000;63.000000;49.000000;66.000000;77.000000;85.000000;48.000000;128.000000;65.000000;RKIcasenumbers/RKI_Corona_2021-03-04T08:31:53.702807ALL
2021-03-05;56.000000;69.000000;66.000000;63.000000;75.000000;69.000000;69.000000;68.000000;59.000000;64.000000;47.000000;61.000000;79.000000;87.000000;47.000000;129.000000;65.000000;RKIcasenumbers/RKI_Corona_2021-03-05T08:32:47.531453ALL
2021-03-06;57.000000;72.000000;64.000000;63.000000;70.000000;70.000000;68.000000;67.000000;57.000000;65.000000;48.000000;56.000000;78.000000;86.000000;44.000000;128.000000;66.000000;RKIcasenumbers/RKI_Corona_2021-03-06T09:31:12.457074ALL
2021-03-07;60.000000;70.000000;69.000000;63.000000;66.000000;76.000000;66.000000;67.000000;59.000000;65.000000;44.000000;56.000000;82.000000;82.000000;46.000000;132.000000;66.000000;RKIcasenumbers/RKI_Corona_2021-03-07T10:58:19.770370ALL
2021-03-08;60.000000;72.000000;71.000000;63.000000;63.000000;73.000000;68.000000;68.000000;63.000000;66.000000;46.000000;59.000000;87.000000;89.000000;46.000000;135.000000;68.000000;RKIcasenumbers/RKI_Corona_2021-03-08T09:26:06.148678ALL
2021-03-09;60.000000;74.000000;59.000000;62.000000;64.000000;72.000000;69.000000;66.000000;62.000000;66.000000;46.000000;57.000000;84.000000;89.000000;45.000000;135.000000;68.000000;RKIcasenumbers/RKI_Corona_2021-03-09T08:42:51.099977ALL
2021-03-10;61.000000;70.000000;53.000000;61.000000;58.000000;59.000000;69.000000;63.000000;60.000000;65.000000;46.000000;56.000000;76.000000;83.000000;46.000000;134.000000;65.000000;RKIcasenumbers/RKI_Corona_2021-03-10T08:49:12.415844ALL
2021-03-11;63.000000;77.000000;52.000000;67.000000;60.000000;66.000000;73.000000;59.000000;62.000000;70.000000;49.000000;52.000000;85.000000;84.000000;46.000000;138.000000;69.000000;RKIcasenumbers/RKI_Corona_2021-03-11T12:08:34.412838ALL
2021-03-12;67.000000;80.000000;55.000000;70.000000;62.000000;70.000000;76.000000;63.000000;65.000000;73.000000;51.000000;48.000000;91.000000;89.000000;48.000000;146.000000;72.000000;RKIcasenumbers/RKI_Corona_2021-03-12T09:08:49.386977ALL
2021-03-13;69.000000;82.000000;62.000000;73.000000;64.000000;76.000000;81.000000;58.000000;69.000000;76.000000;54.000000;56.000000;101.000000;96.000000;49.000000;152.000000;76.000000;RKIcasenumbers/RKI_Corona_2021-03-13T11:21:45.091401ALL
2021-03-14;74.000000;86.000000;71.000000;78.000000;68.000000;79.000000;84.000000;63.000000;65.000000;79.000000;52.000000;56.000000;105.000000;103.000000;50.000000;162.000000;79.000000;RKIcasenumbers/RKI_Corona_2021-03-14T09:52:39.932888ALL
2021-03-15;76.000000;88.000000;74.000000;81.000000;75.000000;81.000000;88.000000;65.000000;76.000000;81.000000;56.000000;57.000000;113.000000;108.000000;51.000000;168.000000;83.000000;RKIcasenumbers/RKI_Corona_2021-03-15T10:03:39.373485ALL
2021-03-16;75.000000;89.000000;82.000000;80.000000;80.000000;83.000000;89.000000;64.000000;76.000000;83.000000;61.000000;55.000000;110.000000;107.000000;51.000000;167.000000;84.000000;RKIcasenumbers/RKI_Corona_2021-03-16T09:15:28.823018ALL
2021-03-17;80.000000;92.000000;88.000000;89.000000;79.000000;82.000000;93.000000;64.000000;75.000000;85.000000;61.000000;53.000000;109.000000;105.000000;54.000000;173.000000;86.000000;RKIcasenumbers/RKI_Corona_2021-03-17T11:58:28.536590ALL
2021-03-18;85.000000;96.000000;88.000000;91.000000;85.000000;66.000000;100.000000;64.000000;81.000000;92.000000;66.000000;57.000000;110.000000;107.000000;56.000000;180.000000;90.000000;RKIcasenumbers/RKI_Corona_2021-03-18T10:43:48.454722ALL
2021-03-19;89.000000;101.000000;87.000000;101.000000;94.000000;91.000000;106.000000;64.000000;84.000000;96.000000;69.000000;56.000000;127.000000;111.000000;57.000000;187.000000;96.000000;RKIcasenumbers/RKI_Corona_2021-03-19T08:43:01.886382ALL
2021-03-20;92.000000;104.000000;93.000000;108.000000;97.000000;100.000000;113.000000;65.000000;88.000000;100.000000;74.000000;59.000000;134.000000;119.000000;58.000000;201.000000;100.000000;RKIcasenumbers/RKI_Corona_2021-03-20T13:29:40.969083ALL
2021-03-21;100.000000;108.000000;94.000000;111.000000;100.000000;108.000000;114.000000;69.000000;88.000000;104.000000;74.000000;65.000000;145.000000;115.000000;60.000000;208.000000;104.000000;RKIcasenumbers/RKI_Corona_2021-03-21T09:26:23.213212ALL
2021-03-22;103.000000;111.000000;98.000000;112.000000;103.000000;103.000000;116.000000;73.000000;92.000000;107.000000;78.000000;65.000000;159.000000;123.000000;60.000000;210.000000;107.000000;RKIcasenumbers/RKI_Corona_2021-03-22T08:21:25.184835ALL
2021-03-23;103.000000;111.000000;94.000000;114.000000;103.000000;106.000000;117.000000;74.000000;95.000000;109.000000;82.000000;62.000000;156.000000;126.000000;60.000000;205.000000;108.000000;RKIcasenumbers/RKI_Corona_2021-03-23T08:48:50.374540ALL
2021-03-24;102.000000;111.000000;97.000000;119.000000;106.000000;99.000000;118.000000;80.000000;91.000000;111.000000;80.000000;56.000000;155.000000;125.000000;58.000000;211.000000;108.000000;RKIcasenumbers/RKI_Corona_2021-03-24T09:37:04.056542ALL
2021-03-25;109.000000;114.000000;111.000000;128.000000;112.000000;98.000000;124.000000;84.000000;94.000000;113.000000;84.000000;66.000000;167.000000;135.000000;60.000000;220.000000;113.000000;RKIcasenumbers/RKI_Corona_2021-03-25T08:56:27.624406ALL
2021-03-26;115.000000;122.000000;118.000000;130.000000;117.000000;108.000000;130.000000;95.000000;98.000000;120.000000;94.000000;61.000000;169.000000;135.000000;62.000000;221.000000;119.000000;RKIcasenumbers/RKI_Corona_2021-03-26T08:57:26.945850ALL
2021-03-27;121.000000;130.000000;128.000000;135.000000;125.000000;121.000000;134.000000;101.000000;103.000000;124.000000;97.000000;70.000000;176.000000;146.000000;66.000000;218.000000;125.000000;RKIcasenumbers/RKI_Corona_2021-03-27T10:45:39.630903ALL
2021-03-28;121.000000;136.000000;140.000000;137.000000;131.000000;137.000000;133.000000;104.000000;112.000000;129.000000;99.000000;78.000000;183.000000;151.000000;67.000000;232.000000;130.000000;RKIcasenumbers/RKI_Corona_2021-03-28T11:07:42.021080ALL
2021-03-29;127.000000;138.000000;146.000000;141.000000;136.000000;137.000000;139.000000;107.000000;118.000000;130.000000;106.000000;79.000000;200.000000;167.000000;69.000000;235.000000;134.000000;RKIcasenumbers/RKI_Corona_2021-03-29T16:28:26.248871ALL
2021-03-30;127.000000;140.000000;137.000000;145.000000;138.000000;141.000000;141.000000;106.000000;117.000000;132.000000;114.000000;76.000000;193.000000;168.000000;70.000000;238.000000;135.000000;RKIcasenumbers/RKI_Corona_2021-03-30T09:30:57.185299ALL
2021-03-31;126.000000;137.000000;124.000000;143.000000;132.000000;134.000000;140.000000;103.000000;113.000000;131.000000;114.000000;81.000000;182.000000;158.000000;72.000000;242.000000;132.000000;RKIcasenumbers/RKI_Corona_2021-03-31T10:11:55.046789ALL
2021-04-01;130.000000;142.000000;124.000000;146.000000;128.000000;139.000000;138.000000;97.000000;113.000000;129.000000;114.000000;86.000000;190.000000;162.000000;75.000000;254.000000;134.000000;RKIcasenumbers/RKI_Corona_2021-04-01T09:55:06.420343ALL
2021-04-02;131.000000;140.000000;131.000000;151.000000;126.000000;136.000000;143.000000;93.000000;108.000000;129.000000;113.000000;85.000000;190.000000;164.000000;74.000000;255.000000;134.000000;RKIcasenumbers/RKI_Corona_2021-04-02T10:33:56.140574ALL
2021-04-03;131.000000;137.000000;117.000000;145.000000;120.000000;138.000000;144.000000;90.000000;102.000000;128.000000;107.000000;90.000000;186.000000;164.000000;73.000000;245.000000;131.000000;RKIcasenumbers/RKI_Corona_2021-04-03T10:24:58.226101ALL
2021-04-04;122.000000;132.000000;125.000000;137.000000;119.000000;147.000000;139.000000;83.000000;98.000000;125.000000;103.000000;80.000000;185.000000;155.000000;68.000000;235.000000;127.000000;RKIcasenumbers/RKI_Corona_2021-04-04T10:52:49.765352ALL
2021-04-05;121.000000;133.000000;131.000000;135.000000;120.000000;143.000000;140.000000;92.000000;101.000000;124.000000;107.000000;87.000000;190.000000;159.000000;68.000000;227.000000;128.000000;RKIcasenumbers/RKI_Corona_2021-04-05T13:11:46.379181ALL
2021-04-06;117.000000;129.000000;115.000000;127.000000;117.000000;137.000000;133.000000;94.000000;96.000000;121.000000;104.000000;86.000000;181.000000;156.000000;67.000000;217.000000;123.000000;RKIcasenumbers/RKI_Corona_2021-04-06T09:18:34.048836ALL
2021-04-07;101.000000;121.000000;105.000000;109.000000;102.000000;120.000000;120.000000;76.000000;85.000000;111.000000;96.000000;74.000000;150.000000;139.000000;62.000000;188.000000;110.000000;RKIcasenumbers/RKI_Corona_2021-04-07T09:29:46.835968ALL
2021-04-08;101.000000;119.000000;89.000000;97.000000;99.000000;108.000000;113.000000;88.000000;77.000000;107.000000;90.000000;79.000000;143.000000;133.000000;63.000000;181.000000;106.000000;RKIcasenumbers/RKI_Corona_2021-04-08T08:37:13.878704ALL
2021-04-09;109.000000;129.000000;89.000000;104.000000;122.000000;109.000000;112.000000;95.000000;82.000000;109.000000;91.000000;91.000000;151.000000;129.000000;65.000000;187.000000;110.000000;RKIcasenumbers/RKI_Corona_2021-04-09T09:01:40.710696ALL
2021-04-10;120.000000;139.000000;107.000000;111.000000;123.000000;111.000000;124.000000;110.000000;86.000000;115.000000;101.000000;99.000000;182.000000;146.000000;66.000000;206.000000;121.000000;RKIcasenumbers/RKI_Corona_2021-04-10T09:32:42.964158ALL
2021-04-11;134.000000;139.000000;106.000000;119.000000;132.000000;123.000000;139.000000;124.000000;97.000000;125.000000;100.000000;117.000000;193.000000;159.000000;72.000000;219.000000;129.000000;RKIcasenumbers/RKI_Corona_2021-04-11T10:00:54.502830ALL
2021-04-12;140.000000;153.000000;114.000000;125.000000;135.000000;128.000000;141.000000;123.000000;103.000000;131.000000;109.000000;118.000000;204.000000;174.000000;71.000000;228.000000;136.000000;RKIcasenumbers/RKI_Corona_2021-04-12T13:51:31.829514ALL
2021-04-13;144.000000;160.000000;120.000000;128.000000;140.000000;129.000000;142.000000;128.000000;107.000000;135.000000;118.000000;118.000000;212.000000;174.000000;71.000000;235.000000;141.000000;RKIcasenumbers/RKI_Corona_2021-04-13T11:05:10.791205ALL
2021-04-14;161.000000;173.000000;121.000000;144.000000;159.000000;127.000000;162.000000;152.000000;111.000000;148.000000;124.000000;125.000000;228.000000;183.000000;78.000000;254.000000;153.000000;RKIcasenumbers/RKI_Corona_2021-04-14T08:45:02.170887ALL
2021-04-15;165.000000;178.000000;137.000000;155.000000;170.000000;127.000000;166.000000;158.000000;118.000000;159.000000;132.000000;118.000000;235.000000;190.000000;77.000000;259.000000;160.000000;RKIcasenumbers/RKI_Corona_2021-04-15T13:37:32.825789ALL
2021-04-16;165.000000;180.000000;138.000000;145.000000;164.000000;127.000000;165.000000;148.000000;116.000000;163.000000;132.000000;121.000000;230.000000;188.000000;76.000000;256.000000;160.000000;RKIcasenumbers/RKI_Corona_2021-04-16T10:22:47.532073ALL
2021-04-17;168.000000;182.000000;144.000000;141.000000;164.000000;125.000000;158.000000;146.000000;116.000000;164.000000;139.000000;114.000000;232.000000;179.000000;74.000000;250.000000;161.000000;RKIcasenumbers/RKI_Corona_2021-04-17T10:45:37.717314ALL
2021-04-18;170.000000;185.000000;147.000000;142.000000;171.000000;126.000000;159.000000;147.000000;117.000000;167.000000;136.000000;129.000000;234.000000;171.000000;73.000000;247.000000;162.000000;RKIcasenumbers/RKI_Corona_2021-04-18T10:36:29.167677ALL
2021-04-19;173.000000;187.000000;154.000000;141.000000;170.000000;126.000000;162.000000;150.000000;123.000000;171.000000;138.000000;126.000000;237.000000;178.000000;72.000000;246.000000;165.000000;RKIcasenumbers/RKI_Corona_2021-04-19T09:14:43.398593ALL
2021-04-20;171.000000;185.000000;146.000000;141.000000;164.000000;125.000000;156.000000;142.000000;122.000000;168.000000;142.000000;121.000000;221.000000;186.000000;72.000000;246.000000;162.000000;RKIcasenumbers/RKI_Corona_2021-04-20T08:55:23.038845ALL
2021-04-21;173.000000;185.000000;136.000000;139.000000;170.000000;113.000000;157.000000;138.000000;116.000000;171.000000;139.000000;129.000000;201.000000;171.000000;72.000000;240.000000;160.000000;RKIcasenumbers/RKI_Corona_2021-04-21T09:40:45.375440ALL
2021-04-22;183.000000;180.000000;134.000000;137.000000;161.000000;109.000000;161.000000;138.000000;113.000000;173.000000;140.000000;152.000000;202.000000;163.000000;71.000000;232.000000;161.000000;RKIcasenumbers/RKI_Corona_2021-04-22T09:39:32.938113ALL
2021-04-23;184.000000;181.000000;135.000000;134.000000;165.000000;109.000000;166.000000;141.000000;114.000000;181.000000;142.000000;157.000000;209.000000;169.000000;73.000000;223.000000;164.000000;RKIcasenumbers/RKI_Corona_2021-04-23T08:48:19.144846ALL
2021-04-24;188.000000;176.000000;133.000000;129.000000;164.000000;105.000000;176.000000;139.000000;113.000000;183.000000;140.000000;139.000000;213.000000;166.000000;76.000000;219.000000;164.000000;RKIcasenumbers/RKI_Corona_2021-04-24T18:44:02.367802ALL
2021-04-25;190.000000;176.000000;135.000000;126.000000;164.000000;103.000000;177.000000;139.000000;112.000000;186.000000;137.000000;147.000000;219.000000;170.000000;76.000000;225.000000;166.000000;RKIcasenumbers/RKI_Corona_2021-04-25T09:36:51.762893ALL
2021-04-26;196.000000;179.000000;138.000000;128.000000;158.000000;105.000000;180.000000;139.000000;119.000000;187.000000;143.000000;143.000000;232.000000;180.000000;74.000000;227.000000;169.000000;RKIcasenumbers/RKI_Corona_2021-04-26T08:07:47.114162ALL
